0	1	La,influencia,del,hombre,sobre,la,vegetaci6n,ya,comenz6,antes,del,principio,de,nuestra,era,,,pero,hay,un,sflbito,incremento,de,esta,influencia,-LRB-,pot,ejemplo,incremento,de,Dodonaea,,,disminucion,de,Quereus,y,Urticaceae,-RRB-,alrededor,de,2.000,A.P.,Despues,,,el,diagrama,muestra,la,flltima,r@ida,declinaci6n,de,los,elementos,de,bosque,y,un,incremento,92,B.,VAN,GEEL,AND,T.,VAN,DER,HAMMEN,de,Gramineae,.
0	0	Woodland-toforest,transition,during,prolonged,drought,in,Minnesota,after,ca,.
0	1	a,-RRB-,DCA,Axis,2,scores,from,pollen,analysis,of,Petén-Itzá,.
1	1	As,with,Lac,Boulet,and,the,lower,levels,of,Lac,Emeric,,,there,is,a,possibility,that,isolated,samples,may,be,older,than,the,reported,age,,,and,reflect,younger,carbon,moving,down,profile,.
0	0	Madrorio,17,,,222-227,.
0	0	34,.
1	1	-LRB-,C,-RRB-,Bathymetry,map,of,Hurleg,Lake,.
1	0	In,any,case,,,most,of,these,sites,along,the,transect,show,abrupt,forest,declines,at,4e3,ka,as,indicated,by,the,composite,regional,tree,pollen,curve,-LRB-,Fig.,8F,-RRB-,,,indicating,sensitive,and,nonlinear,responses,to,gradual,large-scale,climate,changes,caused,by,insolation-driven,weakening,in,summer,monsoons,and,neoglacial,cooling,in,the,last,several,thousand,years,.
1	0	yr,BP,-LRB-,Abbott,et,al.,,,1997a,,,1997b,,,2000,;,Seltzer,et,al.,,,2000,;,Baker,et,al.,,,2001b,-RRB-,.
0	0	Lawn,microforms,Counts,between,70,--,100,specimens,were,achieved,in,the,upper,0,--,3,cm,of,the,lawn,proﬁles,,,rising,to,>,150,below,this,-LRB-,Fig.,4,-RRB-,.
0	0	,,Paleolimnology,of,European,maar,lakes,.
1	1	Charcoal,data,-LRB-,microscopic,charcoal,index,-LSB-,no.ÁcmÀ2ÁyrÀ1,-RSB-,-RRB-,are,also,shown,for,Pinhook,Bog,,,where,they,were,collected,at,high,resolution,-LRB-,i.e.,,,every,other,centimeter,-RRB-,.
0	1	In,Phase,III,,,-LRB-,Fig.,12,-RRB-,drought,is,prolonged,and,more,frequent,,,and,lake,inﬂow,is,severely,reduced,.
0	1	In,zone,ML-3c,Acer,saccharum,reappears,after,having,been,absent,for,some,time,,,a,striking,parallel,with,the,succession,of,deciduous,forest,elements,in,the,Lake,Itasca,area,.
0	0	Hafner,,,New,York,,,p.,1989,.
0	0	doi,:10.1016,/,j.quascirev,.2005.03.002,and,Jacobson,,,1985,-RRB-,.
0	1	Correlations,with,environmental,data,indicate,a,strong,relationship,between,assemblage,composition,and,substrate,moisture,conditions,,,particularly,Figure,2,-LRB-,a,-RRB-,Results,of,the,two-dimensional,NMDS,ordination,of,all,testate,amoeba,samples,-LRB-,n,1/4,369,-RRB-,.
0	0	Boelke,,,O.,,,Moore,,,D.M.,,,Roig,,,F.A.,,,1984,.
1	0	These,zones,have,been,established,visually,,,and,each,zone,boundary,denotes,signi,cents,cant,changes,in,pollen,deposition,and,,,hence,,,represents,major,changes,in,vegetation,cover,.
1	1	Warm,temperatures,,,clearer,skies,,,and,rain,without,saturating,cloud,at,ground,level,,,may,all,have,led,to,El,Nin˜o,events,prompting,the,highest,productivity,around,El,Junco,crater,lake,.
0	1	Because,of,time,limitations,,,only,the,portion,of,core,below,the,volcanic,ash,layer,in,Squeah,Lake,was,used,for,pollen,analysis,,,whereas,all,of,the,Pinecrest,Lake,core,was,investigated,palynologically,.
1	1	Further,study,at,Lago,Grande,di,Monticchio,will,offer,the,additional,advantage,of,an,absolute,chronology,and,of,a,continuous,record,.
1	1	The,acidophilous,nature,of,A.,subarctica,-LRB-,van,Dam,et,al.,,,1994,-RRB-,possibly,also,indicates,a,moderate,decrease,in,lake-water,pH,,,which,could,have,been,caused,by,an,increased,influx,of,humic,acids,from,the,lake,catchment,.
1	1	Regional,setting,A,total,of,18,peatlands,have,been,selected,for,testate,amoeba,modern,analogue,sampling,-LRB-,Fig.,1,;,Table,1,-RRB-,.
1	0	V.,Iglesias,et,al.,/,Quaternary,Research,78,-LRB-,2012,-RRB-,502,--,512,505,>,1,cm,in,thickness,on,the,assumption,that,these,tephra,layers,were,deposited,in,a,negligible,span,of,time,.
0	0	2008,.
0	0	Academy,of,Natural,Sciences,of,Philadelphia,Special,Publication,18,.
0	0	In,:,Lofﬂer,,,H.,,,Danielpol,,,D.L.,-LRB-,Eds,.,-RRB-
0	0	Correlations,between,foliar,d15N,and,nitrogen,concentrations,may,indicate,plant-mycorrhizal,interactions,.
0	0	Biodiversity,and,Conservation,10:223,--,250,.
1	1	behavior,of,the,ice,margin,in,the,Lake,Superior,basin,is,a,critical,element,to,understand,the,evolution,of,the,glacial,Great,Lakes,.
1	1	An,independent,knowledge,of,the,history,and,conditions,in,St.,Clair,Lake,was,helpful,in,interpret,-,ing,the,great,changes,that,took,place,in,the,mollusk,populations,there,.
1	0	Origin,and,consequences,of,cyclic,ice,rafting,in,the,northeast,Atlantic,Ocean,during,the,past,130,000,years,.
1	1	The,Lateglacial,Interstadial,at,Monticchio,began,when,Bet,&,a,and,Quercus,invaded,largely,herbaceous,communities,and,replaced,them,.
0	0	They,have,not,yet,been,numbered,as,it,seelns,advisable,to,wait,for,additional,data,from,other,areas,in,the,Cordillera,and,for,more,exact,datings,.
0	1	The,two,cores,from,Isle,au,Haut,,,although,too,young,to,show,246,M.,Schaufﬂer,&,G.,L.,Jacobson,Jr,Fig.,5,Summary,diagram,for,major,taxa,and,charred,material,for,all,seven,forest-hollows,.
1	1	Fue,posible,correlacionar,tentativamente,la,secuencia,de,glaciales,e,interglaciales,,,sus,respectivas,edades,y,duraciones,con,base,en,el,m,~,todo,de,dataci0n,indirecta,,,con,la,secuencia,cronostratigr,~,ifica,europea,.
0	0	,,The,Change,of,the,Plant,and,Animal,in,China,during,Different,Historical,Period,.
0	0	-,~,.
0	1	Coltrain,,,J.B.,,,Harris,,,J.M.,,,Cerling,,,T.E.,,,Ehleringer,,,J.R.,,,Dearing,,,M.,,,Ward,,,J.,,,Allen,,,J.,,,2004,.
0	0	We,have,benefited,from,discussions,with,Tom,Swetnam,and,Julio,Betancourt,,,and,thank,Camille,Holmgren,,,Dan,Muhs,and,Derek,Booth,for,thoughtful,reviews,.
0	1	Similarly,,,periods,of,varying,climate,could,have,caused,moat-size,variations,and,the,stratiﬁcations,found,in,Lake,Fla˚,fattjønn,.
1	1	Accelerator,mass,spectrometry,-LRB-,AMS,-RRB-,radiocarbon,ages,obtained,from,fossil,teeth,and,bone,of,various,mammal,taxa,from,Cement,Creek,Cave,,,Colorado,-LRB-,black,diamonds,,,N,=,27,-RRB-,.
0	0	suggest,an,ice-free,period,during,the,growing,season,.
1	0	Dry,P.,sylvestris,forest,grows,on,the,thin,soils,in,the,immediate,surroundings,of,Holtja,¨,rnen,,,while,P.,abies,is,found,in,small,stands,on,better,soils,near,the,lake,and,dominates,the,forest,about,200,m,to,the,west,.
1	0	Historical,records,note,very,large,fires,associated,with,early,timber,extraction,in,the,1850s-1870s,-LRB-,Shineberg,,,1967,-RRB-,and,destructive,fires,in,the,early,1900s,were,lit,during,the,extraction,of,kauri,-LRB-,Agathis,-RRB-,.
0	0	We,expect,to,eliminate,uncertainties,-LRB-,Heine,,,1993,-RRB-,and,to,improve,the,interpretation,of,the,pollen,records,in,terms,of,local,environmental,and,regional,climatic,change,.
0	0	Solution,technique,for,analysis,of,silicates,.
0	0	Rev.,Palaeobot,.
0	1	FIELD,AND,LABORATORY,TECHNIQUES,The,sediments,from,Hell,'s,Kitchen,Lake,were,sampled,with,a,crust,freezer,-LRB-,Swain,,,1973,;,Swain,and,Peterson,,,1977,-RRB-,,,which,freezes,the,sediment,to,the,surface,of,a,metal,tube,while,at,the,bottom,of,the,lake,.
0	0	2,.
0	1	Some,of,the,tree,species,in,the,TFFW,includes,Taxodium,distichum,-LRB-,baldcypress,-RRB-,,,Nyssa,biflora,-LRB-,swamp,tupelo,-RRB-,,,and,Nyssa,aquatica,-LRB-,water,tupelo,-RRB-,,,and,understory,vegetation,consists,of,Fraxinus,spp,.
0	0	HAYS,,,J.,E.,,,IMBRIE,,,J.,,,and,SHACKLETON,,,N.,J.,1976,Variations,in,the,earth,'s,orbit,:,pacemaker,of,the,ice,ages,.
1	1	El,Nino-Southern,oscillation,:,absent,in,the,early,Holocene,?
1	1	Meighen,Island,locality,2-73,,,like,other,exposures,studied,to,date,,,consists,primarily,of,several,tens,of,metres,of,alluvial,sand,with,sporadic,interbedded,lenses,of,peaty,sediments,representing,old,channel,fillings,.
0	0	Methods,in,Quaternary,ecology,no.,7,:,freshwater,ostracodes,.
0	0	Porter,,,S.,C.,,,and,Denton,,,G.,H.,-LRB-,1967,-RRB-,.
1	1	Lake,Consuelo,is,located,within,one,of,the,humid,regions,,,and,very,close,to,the,Manu,super-humid,region,,,identiﬁed,by,Killeen,et,al.,,,-LRB-,2007,-RRB-,as,biodiversity,hotspots,.
1	1	As,far,as,the,relatively,higher,mammoth,δ15N,values,are,concerned,,,Bocherens,-LRB-,2003,-RRB-,again,has,suggested,a,physiological,process,-LRB-,a,larger,amount,of,nitrogen,recycling,in,mammoths,than,other,herbivores,-RRB-,or,a,dietary,one,-LRB-,lower,dietary,quality,compared,to,other,herbivores,,,such,as,the,use,of,older,plant,parts,-RRB-,.
1	1	For,the,sake,of,discussion,,,we,note,that,any,additional,marine,correction,applied,to,the,ages,of,this,stratigraphy,would,move,it,closer,to,that,of,the,Lake,Gribben,forest,bed,.
1	1	Today,Bishop,'s,Cap,is,relatively,xeric,for,its,elevation,and,substrate,.
1	1	As,the,regional,climate,shifted,throughout,the,Holocene,,,Voyageurs,and,Lake,of,the,Clouds,registered,more,extreme,changes,in,temperature,than,Isle,Royale,.
1	1	Both,Qinghai,Lake,,,situated,in,the,main,part,of,the,Tibetan,Plateau,,,and,Dunde,Ice,cap,,,located,in,high-elevation,mountains,,,showed,that,the,summer,monsoon,signals,followed,insolation,intensity,history,during,the,Holocene,,,whereas,Hurleg,Lake,in,the,Qaidam,Basin,lies,an,arid,low-lying,basin,on,the,NW,Tibetan,Plateau,.
0	0	We,used,second,and,third,order,polynomials,to,interpolate,ages,between,these,dates,and,arrive,at,a,sedimentation,rate,for,calculating,charcoal,inﬂux,.
1	1	Fossil,flora,of,the,Beaufort,Formation,,,Meighen,Island,,,Northwest,Territories,.
0	1	Bulletin,of,the,Geological,Society,of,America,1,,,1,--,123,.
1	1	~,Bishop,'s,Cap,#,3,Bishop,'s,Cap,#,1,Bishop,'s,Cap,#,2,S.C.,Ground,sloth,#,1,S.C.,Tortoise,#,2,Trees,and,large,shrubs,Artemisia,tridentata-type,Atriplex,canescens,Berberis,haematocarpa,Celtis,reticulata,Ephedra,cf.,aspera,Fallugia,paradoxa,Juniperus,sp,.
1	1	Gittin,',Down,Mountain,Cave,,,Oklahoma,The,A.,simus,isolated,right,m2,from,Gittin,',Down,Mountain,Cave,,,Adair,County,,,Oklahoma,,,was,described,by,Puckette,-LRB-,1976,-RRB-,and,accessioned,into,the,University,of,Arkansas,Museum,in,Fayetteville,.
1	1	Pollen,Table,2,List,of,AMS,14C,dates,from,samples,of,core,Quebrada,del,Amor,,,Araracuara,Depth,-LRB-,cm,-RRB-,UtC-No,N13C,14C,age,-LRB-,BP,-RRB-,3,10,563,330.0,31518,þ,36,21 10 564 326,.1,77,þ,41,176,J.C.,Berr,$,|,o,et,al.,/,Review,of,Palaeobotany,and,Palynology,126,-LRB-,2003,-RRB-,163,^,181,Fig.,6,.
1	1	The,lake,would,not,be,regarded,as,polluted,at,the,present,day,,,and,there,are,no,dwellings,around,the,shores,.
0	0	Todorova,,,H.,,,1985,.
1	1	The,modern,lake,is,oligosaline,-LRB-,0.1,g,L,−,1,salinity,-RRB-,and,moderately,productive,-LRB-,mesotrophic,-RRB-,.
0	1	In,addition,,,the,taxa,assemblage,right,above,1460,cm,is,similar,to,that,of,early,Holocene,lake,records,in,Norway,-LRB-,Velle,et,al.,,,2005a,,,b,-RRB-,.
0	0	Fire-interval,LYNCH,ET,AL.,:,GEOGRAPHIC,AND,TEMPORAL,VARIATIONS,IN,FIRE,FFR,Table,4,.
0	0	Soc,.
0	1	18,:,1-26,.
0	1	Chappice,Lake,,,southeastern,Alberta,,,also,went,dry,sometime,prior,to,w8,.1,ka,-LRB-,Vance,et,al.,,,1992,,,1993,-RRB-,.
0	0	18,.
0	0	Paleoceanography,24,:,PA4209,,,doi,:10.1029,/,2009PA001778,2422,Curry,and,Filippelli,FILIPPELLI,,,G.,M.,2008,.
1	1	El,Junco,DCA,Axes,1,and,2,scores,-LRB-,SD,-RRB-,are,plotted,against,time,.
1	1	The,climate,is,semiarid,-LRB-,320,mm/year,annual,precipitation,-RRB-,;,most,of,the,water,and,nearly,all,solutes,entering,the,lake,are,derived,from,groundwater,inﬂow,.
0	0	This,is,not,compatible,with,deglacial,conditions,.
0	0	Jime,nez-Moreno,,,G.,,,Anderson,,,R.S.,,,Desprat,,,S.,,,Grigg,,,L.D.,,,Grimm,,,E.C.,,,Heusser,,,L.E.,,,Jacobs,,,B.F.,,,Lo,pez-Martnnez,,,C.,,,Whitlock,,,C.L.,,,Willard,,,D.A.,,,2010,.
1	1	An,exception,may,be,the,reappearance,of,Ericaceae,and,forb,pollen,at,Moraine,Lake,around,2500,years,BP,following,a,virtual,absence,since,the,close,of,zone,111,.
1	0	In,contrast,,,Pleistocene,interglacial,sediments,from,islands,such,as,Banks,and,Bathurst,-LRB-,Fig,.
1	1	Absolute,pollen,frequencies,and,carbon-14,age,of,a,section,of,Holocene,lake,sediment,from,the,Riding,Mountain,area,of,Manitoba,.
1	1	Pinecrest,Lake,was,Stratigraphy,and,Radiocarbon,Dates,dated,at,11,000,f,170,B.P.,-LRB-,1-5346,-RRB-,and,Squeah,The,total,length,of,core,recovered,from,Pine,-,Lake,at,1l,140,f,260,B.P.,-LRB-,1-6058,-RRB-,.
1	0	pumilio,forest,located,near,the,transition,to,the,Monte,desert,scrub,vegetation,.
1	1	Webb,for,providing,the,computer,tape,of,surface,samples,and,comments,on,earlier,versions,of,the,manuscript,.
0	1	Climatic,impacts,on,the,vegetation,of,eastern,North,America,during,the,past,2000,years,.
0	0	36,:,137,-,139,.
0	0	4,.
0	1	North,American,Fauna,,,pp.,102,--,120,.
1	1	Elk,became,dry,at,140,yr,-LRB-,0.7,m,above,the,water,table,at,its,deepest,point,,,at,hydraulic,head,351.06,-RRB-,.
1	0	yr,BP,-LRB-,Dyke,and,Prest,,,1987,-RRB-,.
1	1	Durante,el,``,Hypsithermal,'',,,elementos,hoy,dia,creciendo,a,niveles,m,~,s,bajos,,,como,Cecropia,,,Acalypha,-LRB-,y,posiblemente,Alchornea,-RRB-,,,deben,haber,crecido,en,el,area,,,entremezclados,en,el,bosque,de,roble,.
1	0	However,,,the,role,of,MPB,in,other,forest,ecosystems,including,high,elevation,whitebark,pine,-LRB-,Pinus,albicaulis,Engelmann,-RRB-,and,limber,pine,-LRB-,Pinus,ﬂexilis,James,-RRB-,is,unclear,.
1	1	Age,cal,yr,BP,Rio,Rubens,Harberton,Garibaldi,Puerto,Hambre,McCulloch,&,Davies,2001,Potrok,Aike,Wille,et,al.,2007,Cardiel,Gilli,et,al.,2005a,0,European,impact,0.4,1,Closed,Nothofagus,2,forest,3,Closed,Nothofagus,forest,Closed,Nothofagus,forest,Open,Nothofagus,forest,0.4,2.5,Nothofagus,forest,0.4,Nothofagus,woodland,Low,and,fluctuating,lake,level,Low,and,fluctuating,lake,level,+10,m,4,4.4,5,4.8,5.4,Closed,Nothofagus,Closed,Nothofagus,forest,6,7,Open,Nothofagus,forest,,,few,fires,6.8,forest,Few,fires,Treeline,above,present,7.3,7.5,Closed,Nothofagus,forest,6.3,Higher,lake,level,7.3,8,Alternating,steppe,/,Nothofagus,woodland,Nothofagus,woodland,9,Andean,treeline,ecotone,9,Low,lake,level,8,8.7,High,lake,level,+55,m,9.2,10,High,fire,activity,Highfire,activity,Shrub/grassland,Grassland,,,fires,Saline,lake,10.7,11,11,11,11,Heath/grassland,9.5,Present-day,lake,level,Grassland,,,fires,11.7,Disturbed,grassland,12,fires,Grassland,Fires,11.7,11.7,Lowering,lake,11.5,Rising,lake,Steppe/forest,ecotone,12.3,Few,Nothofagus,Fluctuating,13,13.2,Shrub/grassland,13.2,Heath/grassland,level,147,12.7,Desiccation,13.1,Andean,heath/grassland,14,Shrub/grassland,High,lake,level,14.7,14.7,14.7,Low,lake,level,15,Grassland,Grassland,15.5,15.5,Grassland,16,Heath/grassland,Heath/grassland,16.7,17,Heath/grassland,V.,Markgraf,,,U.M.,Huber,/,Palaeogeography,,,Palaeoclimatology,,,Palaeoecology,297,-LRB-,2010,-RRB-,351,--,366,Rio,Rubens,Fire,Frequency,363,accumuClhatairocnoralates,Background,accumCulhatairocno,ralates,Background,Peak,start,Time,since,last,fire,IPnfollerernezdofinreesfrequency,Age,-LRB-,ka,BP,-RRB-,Age,-LRB-,ka,BP,-RRB-,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,50,100,0,particles/cm2/yr,50,100,0.01,0.1,1,10,100,0.01,1,100,0,600,1200,cal,yr,7,6,5,4,3,0246,no/100,cal,yr,0,1,2,3,4,5,6,7,8,9,10,11,12,13,Fig.,9,.
0	1	When,compared,to,their,regional,counterparts,,,these,two,dates,are,signiﬁcantly,younger,at,Makepeace,:,10,360,cal,yr,B.P.,at,407,cm,was,440,yr,younger,and,stratigraphically,below,the,regional,age,for,the,rise,in,oak,pollen,percentages,to,Ͼ10,%,-LRB-,10,800,cal,yr,B.P.,,,400,cm,;,Table,2,-RRB-,,,and,8530,cal,yr,B.P.,at,351,cm,was,ϳ1190,yr,younger,than,the,regional,age,for,the,decline,in,pine,pollen,-LRB-,9720,cal,yr,B.P.,;,351,cm,,,Table,2,-RRB-,.
0	0	Downloaded,from,www.nrcresearchpress.com,by,UNIV,OF,WISCONSIN,MADISON,on,07/15/16,For,personal,use,only,.
1	1	S1,Pollen,percentage,diagrams,from,West,Olaf,-LRB-,a,-RRB-,,,Deep,-LRB-,b,-RRB-,,,and,Steel,-LRB-,c,-RRB-,lakes,.
0	1	This,ridge,separates,the,moraineless,-LRB-,``,empty,'',-RRB-,cirque,of,Mt.,Rødalshø,-LRB-,1438,m,a.s.l.,-RRB-,from,the,lake,-LRB-,Fig.,1,-RRB-,.
1	1	If,water,has,been,an,important,agent,transporting,pollen,to,Wolsfeld,Lake,,,which,has,two,inflowing,streams,and,steep,slopes,along,one,side,,,the,frequency,and,severity,of,rainstorms,and,the,amount,of,spring,meltwater,would,strongly,control,the,amounts,of,both,pollen,and,total,allochthonous,sediment,transported,to,the,lake,.
1	1	The,two,hard,water,lakes,in,the,water,-LRB-,Oana,and,Deevey,,,1960,;,Smith,New,England,study,,,Wononscopomuc,and,Epstein,,,1971,-RRB-,.
0	0	Pollen,was,identi,``,ed,from,the,modern,reference,collection,held,at,the,Australian,National,University,.
0	1	The,Picea,forest,,,which,survived,until,about,10,000,yr,ago,,,was,replaced,by,Pinus,forest,with,some,Ulmus,in,the,Lily,Lake,area,-LRB-,Fig.,3,,,zone,Lb,-RRB-,.
1	1	Alpine,lake,sediment,records,of,the,impact,of,glaciation,and,climate,change,on,the,biogeochemical,cycling,of,soil,nutrients,.
1	1	Laguna,de,la,Sierra,-LRB-,Laguna,Grande,-RRB-,and,glacier,in,contact,with,lake,,,forming,high,ice-wall,-LRB-,Sierra,Nevada,del,Cocuy,-RRB-,.
1	1	Based,on,age,,,the,Titusville,interstade,correlates,with,Greenland,interstade,12,-LRB-,Dansgaard,et,al.,,,1993,-RRB-,,,which,represents,the,largest,increase,in,d18O,values,for,the,middle,Wisconsinan,.
0	0	Models,Number,of,samples,R2,Max,bias,RMSEP,WA.inv,WA.cla,WA.inv.tol,WA.cla.tol,199,-LRB-,165,-RRB-,199,-LRB-,165,-RRB-,199,-LRB-,165,-RRB-,199,-LRB-,165,-RRB-,0.63,-LRB-,0.80,-RRB-,0.63,-LRB-,0.80,-RRB-,0.67,-LRB-,0.81,-RRB-,0.67,-LRB-,0.82,-RRB-,24.49,-LRB-,9.40,-RRB-,19.24,-LRB-,5.75,-RRB-,25.98,-LRB-,9.20,-RRB-,22.40,-LRB-,5.98,-RRB-,7.89,-LRB-,5.44,-RRB-,8.99,-LRB-,5.80,-RRB-,7.48,-LRB-,5.34,-RRB-,8.27,-LRB-,5.65,-RRB-,Fig.,3,.
1	1	The,relative,steepness,of,the,envelope,of,the,histograms,on,either,side,of,the,JEM,range,in,Fig.,5a,,,b,represents,the,relative,tradeo,¡,between,:,-LRB-,1,-RRB-,adding,false,positives,as,the,cost,of,decreasing,false,negatives,-LRB-,increasing,sensitivity/decreasing,speci,cents,city,-RRB-,as,cuto,¡,value,is,increased,above,JEM,;,and,-LRB-,2,-RRB-,adding,false,negatives,as,the,cost,of,decreasing,false,positives,-LRB-,increasing,speci,cents,city/decreasing,sensitivity,-RRB-,as,cuto,¡,value,is,decreased,below,JEM,.
1	0	An,area,of,eastern,Minnesota,with,a,number,of,eutrophic,soft-water,lakes,allows,a,test,of,the,hypothesis,.
0	0	6,40,Wm,,,Cyperaceae,,,Artemisia,,,and,Chenopodiaceae-have,decreased,.
1	1	412,S.C.,Fritz,et,al.,/,Quaternary,Research,68,-LRB-,2007,-RRB-,410,--,420,exceeds,potential,evapotranspiration,,,leading,to,a,positive,water,balance,for,most,of,the,Lake,Titicaca,watershed,-LRB-,Mariaca,,,1985,-RRB-,.
1	1	and,in,a,more,forested,community,with,Gambel,'s,oak,,,Douglas,fir,,,and,southwest,-,em,white,pine,-LRB-,Quercus,gambelii,,,Pseudo,-,tsuga,menziesii,,,and,Pinus,strobiformis,-RRB-,.
1	1	Under,such,a,ﬂat,gradient,,,both,outﬂow,from,and,inﬂow,to,Elk,Lake,would,have,been,small,fractions,of,their,modern,values,.
1	0	Bernabo,-LRB-,1981,-RRB-,reconstructed,above-average,temperatures,prior,to,1600,yr,ago,and,below-average,temperatures,subsequent,to,600,yr,ago,.
0	0	Radiocarbon,35,,,215,±,230,.
0	0	Scott,,,P.A.,,,Hansell,,,R.I.C.,&,Fayle,,,D.C.F.,-LRB-,1987,-RRB-,Establishment,of,white,spruce,populations,and,responses,to,climatic,change,at,the,treeline,,,Churchill,,,Manitoba,.
1	0	Plant,remains,of,tree,species,are,absent,early,in,the,sequence,,,but,the,establishment,of,Picea,around,the,lake,suggests,a,transition,to,spruce,parkland,after,14,000,cal,yr,BP,.
0	0	However,,,pollen,spectra,dominated,by,Pinus,strobus,,,the,Holocene,dominant,at,GreenbysMwamp,,,begin,in,gyttja,underlying,the,surface,peats,and,continue,upwards,into,the,16,C,A,N,.
0	1	These,ﬁndings,prompted,a,reinterpretation,of,results,from,Lake,Quexil,-LRB-,Leyden,,,1984,,,1995,;,Leyden,et,al.,,,1993,,,1994,;,Huang,et,al.,,,2001,-RRB-,,,which,found,to,be,were,consistent,with,the,PI-6,data,,,once,chronological,issues,were,reconciled,.
0	0	Wijninga,,,V.M.,and,Kuhry,,,P.,-LRB-,1990,-RRB-,.
0	0	Bond,,,G.,,,Broecker,,,W.,,,Johnsen,,,S.J.,,,McManus,,,J.,,,Labeyrie,,,L.,,,Jouzel,,,J.,,,Bonani,,,G.,,,1993,.
1	1	Besides,the,Mekelermeer,,,many,topographic,depressions,filled,with,gyttja,and,peat,occur,on,the,ground-moraine,plateau,-LRB-,de,Gans,1981,-RRB-,.
0	0	We,also,calculated,an,`,optimal,cents,t,',between,the,v14C,#,uctuations,and,the,alternations,between,forest,and,savanna,-LRB-,Fig.,8B2,-RRB-,.
1	1	A,high-resolution,record,of,climate,variability,and,landscape,response,from,Kettle,Lake,,,northern,Great,Plains,,,North,America,.
0	0	Both,interpretations,are,supported,by,1938,photo,evidence,.
0	0	Stevens,,,T.,,,Lu,,,H.Y.,,,Thomas,,,D.S.G.,,,Armitage,,,S.J.,,,2008,.
1	1	Plotted,are,also,fungal,remains,,,including,Microthyrium,fruit,bodies,,,growing,on,Ericaceae,-LRB-,Harberton,-RRB-,and,Tilletia,sphagnii,-LRB-,Rio,Rubens,-RRB-,.
1	1	The,maximum,of,these,taxa,during,this,period,suggests,seasonal,fluctuation,and,drying,of,lakes,in,the,region,and,fluctuations,or,lowering,of,the,level,of,Toboggan,Lake,.
0	0	However,,,this,interpretation,is,based,on,analogies,with,the,distribution,of,plants,in,present,tundra,regions,.
1	1	Kramer,-LRB-,1972,-RRB-,worked,on,vertebrate,,,mollusk,,,and,plant,macrofossils,from,sediments,associated,with,Mud,Creek,,,near,the,Lilienthal,locality,,,and,concluded,that,this,region,was,forested,circa,6000,yr,B.P.,-LRB-,Fig.,1,-RRB-,.
